doy,plot,rep,treatment,planting,row,herbicide,tillage,test,c1,c2,c3,cavg
189,107,1,7,early,30,no,yes,TE,71.24,70.56,72.58,71.46
189,108,1,8,early,30,no,no,NE,61.14,59.94,65.06,62.05
189,109,1,9,late,15,yes,yes,TL,45.26,42.2,38.1,41.85
189,110,1,10,late,15,yes,no,NL,47.37,36.82,40.77,41.65
189,111,1,11,late,15,no,yes,TL,54.11,53.32,52.4,53.28
189,112,1,12,late,15,no,no,NL,53.05,44.49,45.27,47.6
189,113,1,13,late,30,yes,yes,TL,47.57,45.68,45.88,46.38
189,114,1,14,late,30,yes,no,NL,42.25,43.55,36.96,40.92
189,115,1,15,late,30,no,yes,TL,48.41,50.67,49.56,49.55
189,116,1,16,late,30,no,no,NL,46.65,43.58,44.69,44.97
189,201,2,11,late,15,no,yes,TL,60.43,58.31,53.99,57.58
189,202,2,7,early,30,no,yes,TE,76.7,70.94,71.34,72.99
189,203,2,12,late,15,no,no,NL,48.68,55.19,47.86,50.58
189,204,2,16,late,30,no,no,NL,47.61,47.91,46.3,47.27
189,205,2,15,late,30,no,yes,TL,43.95,44.82,43.99,44.25
189,206,2,8,early,30,no,no,NE,65.78,70.17,74.2,70.05
189,207,2,2,early,15,yes,no,NEY,64.4,63.61,64.87,64.29
189,208,2,9,late,15,yes,yes,TL,46.11,45.5,48.2,46.6
189,209,2,3,early,15,no,yes,TE,81.63,82.17,77.2,80.33
189,210,2,13,late,30,yes,yes,TL,51.97,51.73,50.6,51.43
189,211,2,10,late,15,yes,no,NL,43.47,44.62,43.83,43.97
189,212,2,14,late,30,yes,no,NL,42.57,41.57,39.22,41.12
189,213,2,1,early,15,yes,yes,TE,64.87,74.12,66.81,68.6
189,214,2,6,early,30,yes,no,NEY,52.63,54.28,50.29,52.4
189,215,2,5,early,30,yes,yes,TE,59.67,61.46,59.03,60.05
189,216,2,4,early,15,no,no,NE,66.8,67.55,68.3,67.55
189,301,3,16,late,30,no,no,NL,47.91,40.51,40,42.81
189,302,3,7,early,30,no,yes,TE,67.97,67.53,70.15,68.55
189,303,3,11,late,15,no,yes,TL,52.69,56.14,54.45,54.43
189,304,3,5,early,30,yes,yes,TE,68.49,68.92,69.23,68.88
189,305,3,2,early,15,yes,no,NEY,66.34,51.42,62.1,59.95
189,306,3,6,early,30,yes,no,NEY,65.36,60.41,54.54,60.1
189,307,3,8,early,30,no,no,NE,62.2,60.78,66.12,63.03
189,308,3,4,early,15,no,no,NE,76.58,72.05,79.83,76.15
189,309,3,10,late,15,yes,no,NL,36.98,41.69,43.11,40.59
189,310,3,1,early,15,yes,yes,TE,83.78,74.09,70.34,76.07
189,311,3,14,late,30,yes,no,NL,46.46,44.93,36.77,42.72
189,312,3,3,early,15,no,yes,TE,78.86,81.65,81.73,80.75
189,313,3,15,late,30,no,yes,TL,46.68,48.77,48.11,47.85
189,314,3,12,late,15,no,no,NL,48.63,45.68,45.73,46.68
189,315,3,9,late,15,yes,yes,TL,52.63,45.89,57.94,52.15
189,316,3,13,late,30,yes,yes,TL,40.17,42.31,42.95,41.81
189,401,4,8,early,30,no,no,NE,63.21,65.19,63.82,64.07
189,402,4,3,early,15,no,yes,TE,91.96,94.8,90.48,92.41
189,403,4,5,early,30,yes,yes,TE,58.91,60.67,59.98,59.85
189,404,4,15,late,30,no,yes,TL,48.01,50.91,49.67,49.53
189,405,4,4,early,15,no,no,NE,67.08,67.08,68.58,67.58
189,406,4,9,late,15,yes,yes,TL,56.15,54.13,55.12,55.13
189,407,4,16,late,30,no,no,NL,42.06,45.94,43.43,43.81
189,408,4,6,early,30,yes,no,NEY,52.2,58.91,56.23,55.78
189,409,4,11,late,15,no,yes,TL,51.23,56.38,54.12,53.91
189,410,4,1,early,15,yes,yes,TE,71.87,67.5,69.57,69.65
189,411,4,2,early,15,yes,no,NEY,64.24,69.56,64.52,66.11
189,412,4,12,late,15,no,no,NL,34.74,30.39,31.01,32.05
189,413,4,7,early,30,no,yes,TE,68.23,69.43,64.67,67.44
189,414,4,13,late,30,yes,yes,TL,40.31,43.08,43.07,42.15
189,415,4,14,late,30,yes,no,NL,44.06,39.63,43.71,42.47
189,416,4,10,late,15,yes,no,NL,34.71,30.59,38.06,34.45
196,101,1,1,early,15,yes,yes,TE,98.29,99.07,97.66,98.34
196,102,1,2,early,15,yes,no,NEY,94.49,96.61,92.79,94.63
196,103,1,3,early,15,no,yes,TE,97.71,96.22,99.35,97.76
196,104,1,4,early,15,no,no,NE,98.26,98.46,95.52,97.41
196,105,1,5,early,30,yes,yes,TE,81.7,84.73,86.02,84.15
196,106,1,6,early,30,yes,no,NEY,72.11,71.71,76.73,73.52
196,107,1,7,early,30,no,yes,TE,88.69,87.87,89.41,88.66
196,108,1,8,early,30,no,no,NE,80.81,78.86,81.47,80.38
196,109,1,9,late,15,yes,yes,TL,72.09,68.84,71.12,70.68
196,110,1,10,late,15,yes,no,NL,81.78,67.61,72.91,74.1
196,111,1,11,late,15,no,yes,TL,84.73,81.1,82.87,82.9
196,112,1,12,late,15,no,no,NL,83.72,74.62,76.29,78.21
196,113,1,13,late,30,yes,yes,TL,68.99,66.35,64.56,66.63
196,114,1,14,late,30,yes,no,NL,63.7,64.98,57.25,61.98
196,115,1,15,late,30,no,yes,TL,70,67.58,60.73,66.1
196,116,1,16,late,30,no,no,NL,67.12,67.13,66.99,67.08
196,201,2,11,late,15,no,yes,TL,92.61,89.81,90.3,90.91
196,202,2,7,early,30,no,yes,TE,90.32,85.84,91.39,89.18
196,203,2,12,late,15,no,no,NL,85.07,88.51,84.77,86.12
196,204,2,16,late,30,no,no,NL,66.51,65.66,67.19,66.45
196,205,2,15,late,30,no,yes,TL,61.05,57.65,59.28,59.33
196,206,2,8,early,30,no,no,NE,86.79,88.13,86.43,87.12
196,207,2,2,early,15,yes,no,NEY,92.76,89.16,82.43,88.12
196,208,2,9,late,15,yes,yes,TL,86.32,82.41,80.54,83.09
196,209,2,3,early,15,no,yes,TE,98.75,98.65,96.27,97.89
196,210,2,13,late,30,yes,yes,TL,71.25,71.81,72.8,71.95
196,211,2,10,late,15,yes,no,NL,84.57,80.89,69.15,78.2
196,212,2,14,late,30,yes,no,NL,60.22,62.11,64.57,62.3
196,213,2,1,early,15,yes,yes,TE,96.09,91.71,94.48,94.09
196,214,2,6,early,30,yes,no,NEY,71.39,71.75,71.46,71.53
196,215,2,5,early,30,yes,yes,TE,78.6,77.46,76.86,77.64
196,216,2,4,early,15,no,no,NE,94.32,95.44,97.16,95.64
196,301,3,16,late,30,no,no,NL,68.06,64.8,63.81,65.56
196,302,3,7,early,30,no,yes,TE,87.88,88.52,88.88,88.43
196,303,3,11,late,15,no,yes,TL,89.68,88.78,76.43,84.96
196,304,3,5,early,30,yes,yes,TE,87.67,89.72,87.67,88.35
196,305,3,2,early,15,yes,no,NEY,85.18,88.55,85.61,86.45
196,306,3,6,early,30,yes,no,NEY,78.61,74.2,69.05,73.95
196,307,3,8,early,30,no,no,NE,83.87,79.15,80.1,81.04
196,308,3,4,early,15,no,no,NE,93.85,91.24,93.27,92.79
196,309,3,10,late,15,yes,no,NL,82.47,83.92,84.15,83.51
196,310,3,1,early,15,yes,yes,TE,93.43,92.93,93.67,93.34
196,311,3,14,late,30,yes,no,NL,69.76,60.38,65.36,65.17
196,312,3,3,early,15,no,yes,TE,98.29,98.61,98.86,98.59
196,313,3,15,late,30,no,yes,TL,69.47,70.95,68.08,69.5
196,314,3,12,late,15,no,no,NL,87.83,82.2,85.55,85.19
196,315,3,9,late,15,yes,yes,TL,88.7,92.42,91.94,91.02
196,316,3,13,late,30,yes,yes,TL,67.05,67.97,68.1,67.71
196,401,4,8,early,30,no,no,NE,86.12,87.33,84.28,85.91
196,402,4,3,early,15,no,yes,TE,97.6,95.7,95.57,96.29
196,403,4,5,early,30,yes,yes,TE,73.84,81.89,76.24,77.32
196,404,4,15,late,30,no,yes,TL,72.46,74.81,75.79,74.35
196,405,4,4,early,15,no,no,NE,95.12,92.36,92.22,93.23
196,406,4,9,late,15,yes,yes,TL,89.6,87.29,86.53,87.81
196,407,4,16,late,30,no,no,NL,69.2,67.29,65.52,67.34
196,408,4,6,early,30,yes,no,NEY,74.64,74.46,74.28,74.46
196,409,4,11,late,15,no,yes,TL,62.51,67.97,74.18,68.22
196,410,4,1,early,15,yes,yes,TE,91.26,91.95,96.45,93.22
196,411,4,2,early,15,yes,no,NEY,95,91.61,86.8,91.14
196,412,4,12,late,15,no,no,NL,73.46,71.68,68.41,71.18
196,413,4,7,early,30,no,yes,TE,83.43,85.12,81.41,83.32
196,414,4,13,late,30,yes,yes,TL,64.84,66.56,66.41,65.94
196,415,4,14,late,30,yes,no,NL,69.87,68.4,69.54,69.27
196,416,4,10,late,15,yes,no,NL,78.2,72.25,82.67,77.71
203,101,1,1,early,15,yes,yes,TE,97.71,98.09,98.33,98.04
203,102,1,2,early,15,yes,no,NEY,93.47,94.15,94.16,93.93
203,103,1,3,early,15,no,yes,TE,97.82,96.27,98.09,97.39
203,104,1,4,early,15,no,no,NE,95.65,96.86,93,95.17
203,105,1,5,early,30,yes,yes,TE,89.34,92.54,90.72,90.87
203,106,1,6,early,30,yes,no,NEY,78.58,77.21,74.75,76.85
203,107,1,7,early,30,no,yes,TE,93.52,92.91,92.86,93.1
203,108,1,8,early,30,no,no,NE,87.98,86,89.96,87.98
203,109,1,9,late,15,yes,yes,TL,75.28,80.63,78.98,78.3
203,110,1,10,late,15,yes,no,NL,84.71,83.93,80.05,82.9
203,111,1,11,late,15,no,yes,TL,88.1,85.78,83.84,85.91
203,112,1,12,late,15,no,no,NL,84.25,79.72,79.17,81.05
203,113,1,13,late,30,yes,yes,TL,76.15,73.86,74.36,74.79
203,114,1,14,late,30,yes,no,NL,71.5,73.69,70.88,72.02
203,115,1,15,late,30,no,yes,TL,76.88,78.72,77.7,77.77
203,116,1,16,late,30,no,no,NL,67.91,72.49,70.97,70.46
203,201,2,11,late,15,no,yes,TL,90.35,89.83,91.98,90.72
203,202,2,7,early,30,no,yes,TE,95.98,97.21,96.97,96.72
203,203,2,12,late,15,no,no,NL,89.07,91.44,86.21,88.91
203,204,2,16,late,30,no,no,NL,70.79,71.84,70.19,70.94
203,205,2,15,late,30,no,yes,TL,65.65,64.54,63.12,64.44
203,206,2,8,early,30,no,no,NE,94.08,93.29,93.37,93.58
203,207,2,2,early,15,yes,no,NEY,95.25,92.75,93.41,93.8
203,208,2,9,late,15,yes,yes,TL,91.38,91.95,87.44,90.26
203,209,2,3,early,15,no,yes,TE,98.4,97.94,97.96,98.1
203,210,2,13,late,30,yes,yes,TL,82.02,83.53,81.82,82.46
203,211,2,10,late,15,yes,no,NL,82.91,84.83,86.25,84.66
203,212,2,14,late,30,yes,no,NL,66.45,67.57,69.48,67.83
203,213,2,1,early,15,yes,yes,TE,96.03,95.93,96.23,96.06
203,214,2,6,early,30,yes,no,NEY,74.91,75.2,73.65,74.59
203,215,2,5,early,30,yes,yes,TE,84.78,84.2,84.56,84.51
203,216,2,4,early,15,no,no,NE,94.12,95.77,97.15,95.68
203,301,3,16,late,30,no,no,NL,78.27,70.96,76.19,75.14
203,302,3,7,early,30,no,yes,TE,96.17,94.75,95.27,95.4
203,303,3,11,late,15,no,yes,TL,91.6,94.72,80.4,88.91
203,304,3,5,early,30,yes,yes,TE,94.94,91.71,94.39,93.68
203,305,3,2,early,15,yes,no,NEY,92.19,87.83,89.23,89.75
203,306,3,6,early,30,yes,no,NEY,85.79,84.61,78.34,82.91
203,307,3,8,early,30,no,no,NE,85.66,87.75,88.21,87.21
203,308,3,4,early,15,no,no,NE,94.94,98.62,96.6,96.72
203,309,3,10,late,15,yes,no,NL,70.04,74.33,71.92,72.1
203,310,3,1,early,15,yes,yes,TE,97.47,92.62,92.96,94.35
203,311,3,14,late,30,yes,no,NL,75.71,77.14,70.34,74.4
203,312,3,3,early,15,no,yes,TE,98.5,98.72,98.93,98.72
203,313,3,15,late,30,no,yes,TL,77.38,78.02,78.14,77.85
203,314,3,12,late,15,no,no,NL,90.23,91.74,93.99,91.99
203,315,3,9,late,15,yes,yes,TL,93.37,95.92,95.05,94.78
203,316,3,13,late,30,yes,yes,TL,75.31,79.19,76.32,76.94
203,401,4,8,early,30,no,no,NE,95.46,93.37,93.65,94.16
203,402,4,3,early,15,no,yes,TE,96.32,97.37,97.95,97.21
203,403,4,5,early,30,yes,yes,TE,85.51,92.74,92.14,90.13
203,404,4,15,late,30,no,yes,TL,86.26,81.24,85.08,84.19
203,405,4,4,early,15,no,no,NE,95.16,95.61,95.1,95.29
203,406,4,9,late,15,yes,yes,TL,95.01,91.93,92.01,92.98
203,407,4,16,late,30,no,no,NL,69.7,76.53,71.88,72.7
203,408,4,6,early,30,yes,no,NEY,78.75,80.42,77.9,79.02
203,409,4,11,late,15,no,yes,TL,71.22,65.2,67.64,68.02
203,410,4,1,early,15,yes,yes,TE,96.11,96.03,95.83,95.99
203,411,4,2,early,15,yes,no,NEY,93.87,94.14,94.5,94.17
203,412,4,12,late,15,no,no,NL,78.44,75.28,71,74.91
203,413,4,7,early,30,no,yes,TE,91.27,92.53,91.59,91.8
203,414,4,13,late,30,yes,yes,TL,72.48,68.57,73.39,71.48
203,415,4,14,late,30,yes,no,NL,78.16,76.97,77.11,77.41
203,416,4,10,late,15,yes,no,NL,81.78,80.35,78.27,80.13
210,101,1,1,early,15,yes,yes,TE,97.71,98.09,98.33,98.04
210,102,1,2,early,15,yes,no,NEY,93.47,94.15,94.16,93.93
210,103,1,3,early,15,no,yes,TE,97.82,96.27,98.09,97.39
210,104,1,4,early,15,no,no,NE,95.65,96.86,93,95.17
210,105,1,5,early,30,yes,yes,TE,95.44,95.62,95.6,95.55
210,106,1,6,early,30,yes,no,NEY,92.61,92.54,92.99,92.71
210,107,1,7,early,30,no,yes,TE,95.76,94.46,95.05,95.09
210,108,1,8,early,30,no,no,NE,97.19,94.36,97.87,96.47
210,109,1,9,late,15,yes,yes,TL,75.28,80.63,78.98,78.3
210,110,1,10,late,15,yes,no,NL,97.22,98.2,96.25,97.22
210,111,1,11,late,15,no,yes,TL,94.22,96.23,96.71,95.72
210,112,1,12,late,15,no,no,NL,95.32,96.89,94.91,95.71
210,113,1,13,late,30,yes,yes,TL,84.71,89.58,90.21,88.17
210,114,1,14,late,30,yes,no,NL,88.46,90.23,87.99,88.89
210,115,1,15,late,30,no,yes,TL,90.3,92.02,91.91,91.41
210,116,1,16,late,30,no,no,NL,86.83,88.18,92.13,89.05
210,201,2,11,late,15,no,yes,TL,93.35,89.83,91.98,91.72
210,202,2,7,early,30,no,yes,TE,95.98,97.21,96.97,96.72
210,203,2,12,late,15,no,no,NL,89.07,91.44,86.21,88.91
210,204,2,16,late,30,no,no,NL,88.86,86.39,87.99,87.75
210,205,2,15,late,30,no,yes,TL,82.12,80.8,79.8,80.91
210,206,2,8,early,30,no,no,NE,94.08,93.29,93.37,93.58
210,207,2,2,early,15,yes,no,NEY,95.25,92.75,93.41,93.8
210,208,2,9,late,15,yes,yes,TL,91.38,91.95,87.44,90.26
210,209,2,3,early,15,no,yes,TE,98.4,97.94,97.96,98.1
210,210,2,13,late,30,yes,yes,TL,93.81,94.12,94.06,94
210,211,2,10,late,15,yes,no,NL,95.41,97.04,96.55,96.33
210,212,2,14,late,30,yes,no,NL,84.61,84.59,87.4,85.53
210,213,2,1,early,15,yes,yes,TE,96.03,95.93,96.23,96.06
210,214,2,6,early,30,yes,no,NEY,90.1,90.75,89.33,90.06
210,215,2,5,early,30,yes,yes,TE,93.43,93.89,92.45,93.26
210,216,2,4,early,15,no,no,NE,94.12,95.77,97.15,95.68
210,301,3,16,late,30,no,no,NL,93.51,91.76,90.68,91.98
210,302,3,7,early,30,no,yes,TE,96.17,94.75,95.27,95.4
210,303,3,11,late,15,no,yes,TL,91.6,94.72,80.4,88.91
210,304,3,5,early,30,yes,yes,TE,94.94,91.71,94.39,93.68
210,305,3,2,early,15,yes,no,NEY,92.19,87.83,89.23,89.75
210,306,3,6,early,30,yes,no,NEY,95.63,95.41,93.65,94.9
210,307,3,8,early,30,no,no,NE,92.56,93.13,91.42,92.37
210,308,3,4,early,15,no,no,NE,94.94,98.62,96.6,96.72
210,309,3,10,late,15,yes,no,NL,92.63,92.79,94.02,93.15
210,310,3,1,early,15,yes,yes,TE,97.47,92.62,92.96,94.35
210,311,3,14,late,30,yes,no,NL,88.51,84.39,87.26,86.72
210,312,3,3,early,15,no,yes,TE,98.5,98.72,98.93,98.72
210,313,3,15,late,30,no,yes,TL,90.7,91.8,91.7,91.4
210,314,3,12,late,15,no,no,NL,90.23,91.74,93.99,91.99
210,315,3,9,late,15,yes,yes,TL,97.62,97.45,98.23,97.77
210,316,3,13,late,30,yes,yes,TL,88.63,90.69,90.43,89.92
210,401,4,8,early,30,no,no,NE,95.46,93.37,93.65,94.16
210,402,4,3,early,15,no,yes,TE,96.32,97.37,97.95,97.21
210,403,4,5,early,30,yes,yes,TE,85.51,92.74,92.14,90.13
210,404,4,15,late,30,no,yes,TL,92.54,94.71,94.71,93.99
210,405,4,4,early,15,no,no,NE,95.16,95.61,95.1,95.29
210,406,4,9,late,15,yes,yes,TL,95.01,91.93,92.01,92.98
210,407,4,16,late,30,no,no,NL,85.86,87.93,83.56,85.78
210,408,4,6,early,30,yes,no,NEY,91.73,92.13,89.55,91.14
210,409,4,11,late,15,no,yes,TL,90.42,88.09,88.8,89.1
210,410,4,1,early,15,yes,yes,TE,96.11,96.03,95.83,95.99
210,411,4,2,early,15,yes,no,NEY,93.87,94.14,94.5,94.17
210,412,4,12,late,15,no,no,NL,97.18,93.85,94.25,95.09
210,413,4,7,early,30,no,yes,TE,91.27,92.53,91.59,91.8
210,414,4,13,late,30,yes,yes,TL,86.39,85.05,86.77,86.07
210,415,4,14,late,30,yes,no,NL,91.57,90.71,91.07,91.12
210,416,4,10,late,15,yes,no,NL,92.53,92.86,94.34,93.24